,VALUE,GROWTH,PROFIT,QUALITY,MOMENTUM,VOLATILITY,LIQUIDITY,market,银行,房地产,通信,家用电器,机械设备,非银金融,汽车,化工,电子,医药生物,食品饮料,有色金属,钢铁,国防军工,建筑材料,公用事业,综合,农林牧渔,计算机,采掘,交通运输,商业贸易,传媒,建筑装饰,电气设备,轻工制造,休闲服务,纺织服装
20091231,0.014511633504808504,-0.004489258745414993,0.02931324555106403,-0.008778123204992359,-0.008807512031211235,-0.05337520547650869,-0.007222830293560204,-0.017335930516076372,0.08484286929054784,-0.06140229912812522,0.08081504400168339,0.01390739921720849,-0.025077327273386418,0.07616823406357254,0.06750856924925842,0.01875254221387823,0.14556995735285658,-0.011572933610700609,0.014629742747668891,-0.023368253569941762,0.07223913265643975,0.019443142753832958,0.09999181604676755,-0.024441201181338613,0.08291028753775653,-0.056313210590680604,0.08076036336540132,0.04495712901703504,0.027437537208922377,0.04857165006444765,-0.0048172742931291545,-0.01133229732758122,-0.037605617123614016,2.0351020106568306e-17,0.06346260030929066,-0.06146246847984087
20100131,0.015927492513402655,0.004153012549183512,0.013101691158572968,-0.0011760926557441917,0.01550798269753121,0.021272570755640943,0.008311244791329176,-0.04550888511248667,-0.12218702158324465,-0.12920900137293584,-0.02088901491888232,-0.1308361170888413,-0.12693118516538687,-0.03347900968593401,-0.13163667720279193,-0.028486548410314932,-0.03577735350043767,-0.025895236756405884,-0.036544961058781036,-0.136534841369498,-0.16322847252779038,-0.03498839253639377,-0.0218453779250311,-0.05421751091161848,-0.09127434429375016,-0.08009555859000471,0.035695136780350016,-0.05840578269886218,-0.008168009005345221,-0.02322585472301077,-0.08680229498367906,-0.06302895144632811,-0.02009305744948449,3.042605565487732e-17,-0.1049396436874862,-0.07705740850003041
20100228,0.04885966842112306,0.01921539165376809,-0.0027243401664525727,0.03203932917221463,0.057476630705896224,-0.12521452216657272,0.018694716009548945,-0.13170447506570743,-0.014011084151452365,0.006848802297893666,-0.03219115918041159,-0.060514205950274874,0.02025142272922975,0.22070912931793027,-0.033372779331479585,0.10650617188734633,-0.13514471821784596,-0.08148397989994807,-0.07435533565667062,0.03066515602671787,0.0844860279012209,-0.017340479437339774,-0.0541317249326624,-0.015987155826447566,0.03334674257890905,-0.11419281196416876,-0.061549178333094964,0.1229454426340588,0.0681179467784731,0.06872189368989391,-0.06430200465735295,-0.02724025843295455,0.008229076564452188,7.348047941142745e-16,-0.031008530440347456,-0.029002177716945143
20100331,0.01582834492189862,0.004906465337935914,-0.04313572694794279,0.01136218595072378,0.016568483848836496,0.05401686392637631,0.017784667427935764,-0.04520089342109943,0.04418547687059152,0.09686311414271823,-0.01712817170116689,-0.02118080062527755,0.03500115232770498,0.0462569039811931,-0.033005367875173414,0.028192885134994104,0.057515583909572995,-0.011865525173378416,-0.05369572093427385,0.01995480118142795,0.004424445846054396,-0.023181591652468497,0.011842407393479797,-0.0025993584933270654,0.007576130964843115,-0.08670832752020574,0.00434478165702107,0.04464392960842576,0.035615261620142204,0.04671832007875673,0.0058630138291907025,0.04584705901603965,0.052546898609005244,7.943765528287053e-18,0.003535018722265371,0.08754526003483219
20100430,0.009800554543082618,-0.0035002690002418598,-0.04568640150611279,0.0006270161713935098,0.004362126924180245,0.05307311730929111,0.005425183862332749,-0.03652979389186546,-0.11353322985769487,-0.23079754357021193,-0.11021909446982722,-0.10836158586034612,-0.08475909941809175,-0.06946679875200101,-0.07657986457777956,-0.11326099176352714,-0.0839838003027521,0.034610203699918976,-0.023931511057637633,0.01513187170442725,-0.11523714067706614,-0.12911761849686537,-0.21756191757170407,-0.04029857309974962,-0.01628217561244724,-0.1607789151306923,0.01480707690077927,-0.000998340877731773,-0.039805995228541134,-0.0879467675257744,-0.1690166197329187,-0.08011539780152457,-0.017432126044032208,-6.796672260308099e-17,0.05107202112988456,-0.1745462849565328
20100531,0.006251898264791404,-0.003456506273257328,-0.03394651736230726,0.025977532439713444,0.06243661468691458,-0.0026074293856371625,-0.06994094694895096,-0.033020976097068944,-0.10837282695272085,-0.1124347445834057,-0.13002323115267528,-0.03808097932384275,-0.08049225852480735,-0.14138275050837146,-0.15973441024056279,-0.1017670259311269,-0.05815212364626141,-0.00016346218811268912,-0.060285462159584226,-0.0343892386254851,-0.11135792564686492,-0.020014156517327276,-0.0613061171786272,-0.09323224937706284,-0.14302463467635051,-0.08887568891758452,-0.13071991117596474,-0.10097327779196416,-0.1436835430815264,-0.08600219832590954,-0.11181294549620545,-0.06897974632963594,-0.00241481976133677,-4.6894142211374656e-17,-0.08502816068437263,-0.13334711759937903
20100630,0.011452859223617547,-2.8039422652077935e-05,0.01774963662122821,0.0038088096702246278,0.020800039148670235,0.0035937566855560876,-0.04471874929096772,-0.004460477411633771,-0.05111966550392805,-0.04411750096923185,-0.023278151848323186,-0.03878677838134005,-0.06641957817170334,-0.0421662064780922,-0.028971981916182568,-0.10802131495489392,-0.037899147510451744,-0.10398868082959731,-0.023804657602706496,-0.11149488448529185,-0.11644048232825355,-0.040621310277650716,-0.04062166357539853,-0.07709705071772441,-0.14019984331040156,-0.15589889356605602,-0.08039191288715372,-0.11852813308197074,-0.059481815484440266,-0.005619769791426318,-0.10515095891793014,-0.055260373743277386,-0.1614444849431319,2.371066786759292e-16,0.10441760345839778,-0.1253350742708102
20100731,0.03135286723565895,0.011337398499707406,-0.03417145809210231,-0.0008633266797787881,0.02932897641320631,-0.004407574141219381,0.04529736189130959,-0.013400786004220717,0.08674566124284806,0.18411589672245496,0.0871582479647475,0.11631325797531486,0.18391977821059977,0.11255594866071668,0.1418045616248476,0.12490912680457869,0.09967605526070897,0.09718846196770298,0.1202737920525457,0.1326337140918827,0.14406180655375478,0.12998382210253823,0.13908743739811047,0.033807441040735325,0.13693351002145016,0.11286278731115246,0.06932320860608468,0.15043259988510713,0.14459541296160444,0.1172006121092189,0.09190701759059769,0.11840226223414795,0.12288883850619677,-4.4960971812596725e-17,0.1859821095992237,0.09687057350682164
20100831,0.008837469203858854,-0.005985441686563331,-0.01907114067481664,0.023033660520320253,0.078238196927925,-0.02753489935883253,0.013484407279113424,-0.07410765691490553,-0.11267838399248378,-0.08197149381409309,0.04836083247518426,-0.04601015619662712,0.03564733496651305,-0.018110630406460066,0.12756808569191988,0.07729055016238295,0.04515947055134281,0.07359079800301477,0.09116161494631442,0.1351221376991092,0.03680092469461195,0.08434306975266224,0.03217982646939376,-0.027298383645277806,0.12903690555845543,0.029123927033701032,-0.005613879225847367,0.03414761011454383,-0.0015199300165695834,0.15162546033638316,0.03253494620814353,0.08884082712415495,0.04197442961526818,-1.3919236593650982e-17,0.1349529162141559,0.007595854130905258
20100930,0.046864606873664824,-0.06400037045933472,0.0019120591555162238,-0.02338852275141799,-0.04096413069140795,-0.05850363464306482,0.02736654272584477,-0.03817354503005885,-0.0629027642416108,-0.0846551356258049,-0.01920298844241991,0.004706660273486204,0.02649230346039351,-0.02077286297553505,0.028048094801913673,0.02963454041934396,0.017068898026131513,0.019497852385247986,0.058294202819632934,0.09774393154816653,-0.024225524063299825,0.38926209849238813,-0.08793092550161061,-0.0443613862075187,0.049157427280748955,0.3072971792642463,0.014898570352472024,-0.0013075449416619297,-0.05079287955927773,0.07463324339479371,-0.08153085608726889,-0.003811648115112814,0.031412714028558095,-6.151637455445133e-17,0.010578367375864216,-0.045080293382816286
20101031,0.03793599445335292,0.032547686069626686,-0.045239226182135106,0.02549276292891431,0.11182453008969215,0.02957921057498178,0.00023926691084274598,0.010217012937957713,0.1444663875132397,0.11659939619518275,0.12348086147594796,0.12672649004519895,0.28420760994419575,0.27443374914365404,0.18494919462746856,0.10171828002319501,0.15175822559448693,0.06823957110779166,0.02084840490185859,0.24342100654041077,0.15036198013218968,0.11382465443090256,0.19640591443696087,0.07983427954283706,0.07535139074646685,0.07885219028464034,0.1235022820365328,0.2308143318828275,0.15330584375812223,0.058803112028784785,0.0824542631274918,0.08452620452707038,0.22380567698764747,-1.228805951855485e-17,-0.009033185996837209,0.005231345863086712
20101130,-0.004734990970444194,-0.004916608641905086,-0.036360710648865986,0.014165061660993024,0.06659594364502201,0.12774946557213016,0.0075667021749993724,-0.0487423669027882,-0.12225644779069837,-0.12965754807672603,0.045234759886838394,-0.044141703722530054,0.09026611917707897,-0.11448759531353338,-0.07026516442912026,-0.00350157042646608,0.04186195651057029,0.12437546188929738,0.1429254369712845,-0.08334208144385653,-0.07848865132893121,-0.05938026485884834,-0.017631108185635423,-0.031342962920793645,-0.15282643467935192,-0.043648950687225865,0.08560164485904075,-0.012333331261246593,-0.09540393398800401,0.08826768999683558,-0.0008531586599964096,0.018343293001918774,0.030310112178468282,-1.008702477618376e-17,0.3933797260532384,0.07969327464511991
20101231,0.014808005704541117,-0.0054176009133410155,-0.08019051353698435,0.010976727990232207,-0.02750350723635499,-0.029597370401426938,0.011903019278841867,-0.018628075636508017,-0.017748355694230306,0.013955252156188855,0.011082111440274569,0.0009638963207930507,0.10298427686159488,-0.0008846076693933731,-0.11174913098098845,0.03360260576347724,0.031336888297798085,-0.07602772854041287,-0.012917967456699535,0.08916849947989505,0.0018841011687231613,-0.023812196212125047,0.050901379766005256,-0.0475914442461714,-0.09553663423325473,0.008393813710507498,-0.038045605422440135,0.05975028204013326,-0.024880578351225268,-0.004055819397471003,-0.03664351693970247,0.0312336502281075,-0.038481564115189215,8.873189538297049e-17,-0.11772689350328189,-0.009778889232587776
20110131,0.008529582392768902,-0.06408960093418742,-0.002534470514897434,0.0006491491439775225,0.05476884617393919,0.0975699901829206,-0.01156766144092029,-0.027167762160898723,-0.007493908965477461,-0.032304982656480144,-0.07876927818130142,-0.04192028905059658,0.051724855365494676,-0.03313889962163908,0.05506645718795734,-0.03507541986734245,-0.1355619488024111,-0.08399210328172485,-0.06038399873536759,-0.07703185200713697,0.03475257651037317,0.0034596985710868156,-0.07470381688711936,-0.062393310772981964,-0.056033940263604885,-0.06391610697909202,-0.1413220387699659,0.02291075269843946,-0.010530895159362522,-0.0771934825379831,0.029363596109963683,0.08843922800972003,-0.030746595735026194,3.6500370307916663e-16,-0.11213077756499366,-0.12045691747617382
20110228,0.01466830016059506,0.06320129124156253,0.12426488628403973,-0.005053426962955675,-0.1414581109050707,-0.06418983540148254,0.012850277405872901,-0.035343847508532755,-0.010831137436926278,-0.013132441468077379,0.1249605859076967,0.1490810184839157,0.1038383015987492,0.08147500521023086,0.08530447973836851,0.11045683252979226,0.07053765483913466,0.04693876542924936,0.029528790635320736,0.14399685755563438,0.06720575858925039,0.08352183437532444,0.12958216924423369,0.01370990155840751,0.10219728058261399,0.03918897990125226,0.0927636554190564,0.0998209153371657,0.032671260895518375,0.09291375666346342,0.0501227820812128,0.03042305493364574,0.05417279712535493,-3.524554300160937e-17,0.062475120934162784,0.05727422798807875
20110331,0.01093060022171383,0.038711153517072036,-0.024823081131275772,0.014585726378764095,-0.24320711125220967,-0.020241247522068982,0.01813149597228738,-0.021815524867720794,0.04280424980339128,0.06816018276250618,-0.09379870232569026,-0.056155851593637354,-0.0004291061129884418,-0.015452685567912064,0.01145155142970427,-0.01293791641540494,-0.05680496639152041,-0.07122045248352951,-0.031980157123711356,0.009917267563364227,0.14069286171500797,-0.024815690877834442,0.04728017489329234,-0.031866593607774434,-0.045301447240423516,-0.11359474339057833,-0.10022255635909089,0.04819820925502899,-0.02237342938879954,-0.029539376252416167,-0.07952575180250651,-0.05391129023608163,-0.05168949666226795,8.808233340637332e-16,-0.10086074710544646,0.14086503860495242
20110430,0.012713477476846487,0.04273680770898117,-0.014889433601114296,0.006214858369327118,0.0043476308402941866,0.021062930533198694,0.009365927868609729,-0.016774977337161587,0.021714632353652848,-0.020645307749436792,-0.07708094275988375,0.014014649409365202,-0.02838287031049921,0.028703475361721246,-0.06958833487020775,0.015777052141408177,-0.044574628960234175,-0.040636551544468644,-0.0010067927596817787,-0.037518737120638176,0.028543808176883945,-0.07383702856718496,-0.08659093166388132,0.003677332036023684,-0.0005549736166087288,-0.03558574627883557,-0.05555704773251158,0.006951591697503158,0.00417858214650065,-0.056439884682647316,-0.10741212126998254,-0.024469704284016357,-0.004947455511776153,1.8907150318168265e-16,0.024258481821425013,-0.13729763647626475
20110531,0.008962139901380648,0.01854614946078572,-0.03315420138404945,0.015356078975327094,0.008135575146809265,0.07815661488285698,-0.0029210684628390073,-0.014649086963336604,-0.049615882950223296,-0.08011000833015317,-0.07096687141662536,-0.048084523873093483,-0.05931497190161959,-0.039446304160477334,-0.0876295165852212,-0.07302839606701741,-0.07977163012637564,-0.0884647029839396,0.015563442934614612,-0.0638634017608943,-0.022885364488188162,-0.0837182137691484,-0.06014571602701743,-0.10467255573283502,-0.08786848191269622,-0.04249280877095746,-0.05052299260924943,-0.07074415043831125,-0.07833716574464418,-0.08585388994664203,-0.06893677905716653,-0.079260817856279,-0.06757630798265554,0.018759197434440555,-0.07492254687355743,-0.11466899547055388
20110630,0.005634415827593689,-0.0029446903536321668,0.024106257989749823,0.005385451473770082,-0.2181694888932772,-0.03846093530553724,-0.02271820977195211,-0.0096330175813292,-0.043888007668261717,0.10863711421331554,0.009818276428485645,0.06626860303029533,0.08084477927933277,0.03370682998102751,0.05307727453383987,0.06395637314286756,0.1099480176943814,0.0010880685408086385,0.04836421163405034,0.0794552806252363,0.0588744872738699,0.13950668067950212,0.1514571392769873,-0.012461947631254442,0.07503363404716949,0.07263792506224859,0.01714914137797851,0.043443168410937025,0.01605416316371651,0.040153637786749234,-0.02894638217720949,0.09324867973165941,-0.0029997868189770445,0.0006614934873853586,-0.001470415345098175,0.05448706356980191
20110731,0.0037696890017359826,-0.0073120430626928915,0.09895110192733941,-0.004751700907073232,0.32746141651067656,0.006520694746606012,0.008275604450303252,-0.02056569297143327,-0.04052975920580329,-0.029431878543502835,0.003502791037691048,-0.018325303669640858,-0.04947145607098331,-0.027124313706558205,-0.037718213975378216,-0.0013380971968833082,0.06816369109571374,0.044585326007273954,0.10370104500361876,0.06842345844472136,-0.04678989173447504,-0.008828224780877355,-0.06769092800466933,-0.053149788254773234,-0.030821475710247737,0.01063965098490751,-0.007843520769290388,-0.008280166165693239,-0.017498078255863095,0.0042519078822923495,0.04821186654223908,-0.03738515100709483,0.029077789874739794,0.14072639919725302,0.16201527195486898,0.021442517053828367
20110831,-0.0017267886377876612,0.005768611730884924,0.008339370125563697,0.018387860869841906,0.10363066917877181,0.010430457488381138,0.0020267964249829273,-0.023716826754881504,-0.037659709785442794,-0.0008977808294305363,-0.05649094208655591,-0.06433654566738717,-0.00913345968125711,-0.047128119901996626,-0.07927560871637138,-0.0495630966531845,-0.09567387035012977,-0.026592429858281294,0.03409388389740688,-0.02953136394249751,-0.07856137041476788,-0.07478135734524907,-0.07581423321511181,-0.03528858373834111,-0.04096246465449754,0.07896574872274013,-0.03244777674276437,-0.05359693508051968,-0.05079934239738951,-0.028595068295238606,-0.07465053900758135,-0.06738393666816014,-0.07571213870063542,-0.02616628027448601,0.06219445175766487,-0.06781274576867682
20110930,-0.0013083250672179386,0.015183806251683939,0.006406199203151497,0.023752603103433287,0.018700689151473743,-0.010625093629992512,0.0008697961948468114,-0.027787966089554597,-0.07476333121539033,-0.153296242075396,-0.0642070312766445,-0.14937803981840336,-0.12789264190368532,-0.06820479921756695,-0.06043956162101695,-0.15852020235904374,-0.12390027068180147,-0.13175437519974809,-0.10856928514669895,-0.11134205674499711,-0.08199047094564563,-0.14076710597895245,-0.17246449511483625,-0.10654961269884014,-0.15071951592313604,-0.15264298492273215,-0.11968096500654876,-0.02154419723193606,-0.11861394273776424,-0.13689198004249437,-0.15410400311506672,-0.1283819659758114,-0.10499749995106096,-0.18262147356694253,-0.15185251430292596,-0.11776270152649984
20111031,0.009526852815632501,0.007279797065284751,0.0016249375708521103,0.004123561921559205,0.05400382353834265,0.023437340534788555,-0.0017220413354636331,-0.03881240389001925,0.04030281201102716,0.02521763302961487,0.032059952476482426,0.011138697606906705,0.07576634497862286,0.045108118986628615,0.0067085289944237405,0.017729301085049116,-0.01131348671786068,0.01676541722957263,0.061535818584044846,0.031420819025539434,-0.010260203698264749,-0.05113759037229257,0.07240862727558868,0.08144354948583479,-0.006353224203966588,0.02282249264935134,0.02390393723669173,0.040435337879083794,0.028535137793820765,0.07726192998087575,0.026237689922082065,0.04085521653697707,-0.010731986954943217,-0.035250817556747936,0.19651493626707323,-0.01749710209329513
20111130,0.008596609775506647,-0.014639472009965432,0.041783746201788076,0.003452867124580063,0.03725273427477954,0.056374502812635445,0.020983399553937288,-0.01145378559529887,-0.06652378357441854,-0.08191484846185812,-0.04684088280084364,-0.1009918751930483,-0.11559125142088704,-0.08239969544238784,-0.03016706855949042,-0.03735945827304801,0.016148254696486074,0.00842772275555281,0.031470479976698,-0.07873086896010767,-0.14900630826653766,-0.03374733560144419,-0.07896852295797913,-0.02587023737722651,-0.11707861960317548,-0.019738436881723827,-0.02016799958730578,-0.06469148488314883,-0.08372149616716926,-0.1229407503176891,-0.027536408405418336,-0.0901298277839195,-0.054374921419855955,-0.009630539727395006,0.016168855076641616,-0.10195092277740134
20111231,0.01614768688212098,-0.008510415034455494,0.05363614124887045,-0.0007105227210874821,-0.005730085900210708,0.10313245145913418,0.029150665223132578,-0.0056212182459224064,0.009069293109887468,0.027761636966134033,-0.07121100783281789,-0.025681025152217762,-0.07631948048678136,-0.09351935185202237,-0.08714221802807076,-0.15956567576754727,-0.11779252156188179,-0.12820419673963404,-0.10102307592672358,-0.16722901921172273,-0.08502974595655882,-0.12497986193988844,-0.0981957586099294,-0.021485388675514045,-0.11640701961464726,-0.12408224100185708,-0.08714086706840647,-0.0773506488516168,-0.11825680940043293,-0.05679981492499115,-0.13550920863627047,-0.09304527863635727,-0.16082351695278826,0.08179760653160603,-0.02550462789744557,-0.17552219133055796
20120131,0.012655144395420332,0.0008680128504937805,0.007363728406111876,0.005003374726843621,-0.005614578569493746,0.02372701803009511,0.0019472819763276614,-0.010156231305419507,0.0543944380339374,0.01967014626671123,-0.028945834996241298,-0.01596087430292481,0.11446015703754832,0.0749993606980448,0.04423510082452786,0.02702395658884888,-0.08472937914330378,-0.06199975544624538,-0.040094175623541076,0.1606853635148071,0.06398547003297952,-0.015864122642594375,-0.009613955230360733,-0.026328586557211327,0.01857310903937494,-0.011370535333123287,-0.07589562628043048,0.06256259717033756,0.01976255196645373,0.010036570421661705,-0.10094513444285085,0.009476947917355146,0.006258640264999552,-0.2656644894429638,-0.12064632173895747,-0.04367473877370028
20120229,0.006142366836848788,-0.006382272411482397,0.002618155951883614,0.01718510215209856,0.023187785861252176,0.03608097465298861,-0.0025116106456470333,-0.02479772507487188,0.012048520511777036,0.09379535435315293,0.09738929821745818,0.09661460956686044,0.03847866741481009,0.08834922352332925,0.08593405263164686,0.0877241969102652,0.14317039032340328,0.07330984060363675,0.12261037644930724,0.09345627785901425,0.058947258305342004,0.08782441806617475,0.06740168551705336,0.01971673371264445,0.1373999166171796,0.09734994622986876,0.12977889446053242,0.09552245791283502,0.06681745862311597,0.04313332372643565,0.1491204881950338,0.08361279476714867,0.08525288563506994,0.15213336726870158,0.10986519134663263,0.16950911464849625
20120331,0.008605602762791015,0.010473071941230146,-0.006917036708597644,0.004446153046086534,0.04640675153457072,-0.004453080154731899,0.004532776915733484,-0.024775667725827687,-0.07228014888381393,-0.01473191305355127,-0.04936882084843788,-0.04750598863484304,-0.11685647561328086,-0.06880637939328065,-0.08469882789656683,-0.0742521330319108,-0.09566030578640752,-0.07803746335857664,-0.04307649761879392,-0.059542530704037464,-0.07599048314590498,-0.09483330898894454,-0.08530676596340592,-0.073546025377831,-0.05746156716070829,-0.048078454561595804,-0.07152357920619536,-0.08929639539025937,-0.09873256038697914,-0.01861601431830183,-0.10088598695434733,-0.0734696834997084,-0.0959804269888763,0.015778738971607722,-0.053902124928367115,-0.1297323245723188
20120430,-0.001728254323011332,0.0012547441674651948,0.007646094012835492,0.018348994656107946,0.01766031963747802,-0.023672790050816926,0.01915752484488683,-0.02840162763601761,0.029773149655023538,0.17416242188067327,0.010843455135160768,0.003673832047014168,0.13128598517347875,0.14426934577475334,0.08885888309223902,0.028173287855747776,0.009145269839889295,0.013701557290976253,0.0814263152987667,0.0883047130978762,0.018145367692349316,0.07924395231874286,0.07562112110057068,-0.005208820818291143,0.049675711954542706,0.043772443863144404,0.024377708526229048,0.08557553257642116,0.04445127905964568,0.04984155443263766,0.04106769769378018,0.07173465613884757,0.014046077923480428,-0.09074231519451144,0.08764159296235838,0.08851796794679345
