,000001.SZ,000002.SZ,000060.SZ,000063.SZ,000069.SZ,000100.SZ,000157.SZ,000166.SZ,000333.SZ,000338.SZ,000402.SZ,000413.SZ,000415.SZ,000423.SZ,000425.SZ,000503.SZ,000538.SZ,000540.SZ,000559.SZ,000568.SZ,000623.SZ,000625.SZ,000627.SZ,000630.SZ,000651.SZ,000671.SZ,000709.SZ,000723.SZ,000725.SZ,000728.SZ,000768.SZ,000776.SZ,000783.SZ,000786.SZ,000792.SZ,000826.SZ,000839.SZ,000858.SZ,000876.SZ,000895.SZ,000898.SZ,000938.SZ,000959.SZ,000961.SZ,000963.SZ,000983.SZ,001965.SZ,001979.SZ,002007.SZ,002008.SZ,002024.SZ,002027.SZ,002044.SZ,002050.SZ,002065.SZ,002074.SZ,002081.SZ,002085.SZ,002142.SZ,002146.SZ,002153.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002294.SZ,002304.SZ,002310.SZ,002352.SZ,002385.SZ,002411.SZ,002415.SZ,002450.SZ,002456.SZ,002460.SZ,002466.SZ,002468.SZ,002470.SZ,002475.SZ,002493.SZ,002500.SZ,002508.SZ,002555.SZ,002558.SZ,002572.SZ,002594.SZ,002601.SZ,002602.SZ,002608.SZ,002624.SZ,002625.SZ,002673.SZ,002714.SZ,002736.SZ,002739.SZ,002797.SZ,002925.SZ,300003.SZ,300015.SZ,300017.SZ,300024.SZ,300027.SZ,300033.SZ,300059.SZ,300070.SZ,300072.SZ,300122.SZ,300124.SZ,300136.SZ,300144.SZ,300251.SZ,300408.SZ,300433.SZ,600000.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600018.SH,600019.SH,600023.SH,600025.SH,600028.SH,600029.SH,600030.SH,600031.SH,600036.SH,600038.SH,600048.SH,600050.SH,600061.SH,600066.SH,600068.SH,600085.SH,600089.SH,600100.SH,600104.SH,600109.SH,600111.SH,600115.SH,600118.SH,600153.SH,600157.SH,600170.SH,600176.SH,600177.SH,600188.SH,600196.SH,600208.SH,600219.SH,600221.SH,600233.SH,600271.SH,600276.SH,600297.SH,600309.SH,600332.SH,600339.SH,600340.SH,600346.SH,600352.SH,600362.SH,600369.SH,600372.SH,600373.SH,600376.SH,600383.SH,600390.SH,600398.SH,600406.SH,600415.SH,600436.SH,600438.SH,600482.SH,600487.SH,600489.SH,600498.SH,600516.SH,600518.SH,600519.SH,600522.SH,600535.SH,600547.SH,600549.SH,600570.SH,600583.SH,600585.SH,600588.SH,600606.SH,600637.SH,600660.SH,600663.SH,600674.SH,600682.SH,600688.SH,600690.SH,600703.SH,600704.SH,600705.SH,600739.SH,600741.SH,600795.SH,600804.SH,600809.SH,600816.SH,600820.SH,600837.SH,600867.SH,600886.SH,600887.SH,600893.SH,600900.SH,600909.SH,600919.SH,600926.SH,600958.SH,600959.SH,600977.SH,600999.SH,601006.SH,601009.SH,601012.SH,601018.SH,601021.SH,601088.SH,601099.SH,601108.SH,601111.SH,601117.SH,601155.SH,601166.SH,601169.SH,601186.SH,601198.SH,601211.SH,601212.SH,601216.SH,601225.SH,601228.SH,601229.SH,601238.SH,601288.SH,601318.SH,601328.SH,601333.SH,601336.SH,601360.SH,601377.SH,601390.SH,601398.SH,601555.SH,601600.SH,601601.SH,601607.SH,601611.SH,601618.SH,601628.SH,601633.SH,601668.SH,601669.SH,601688.SH,601718.SH,601727.SH,601766.SH,601788.SH,601800.SH,601808.SH,601818.SH,601828.SH,601838.SH,601857.SH,601866.SH,601877.SH,601878.SH,601881.SH,601888.SH,601898.SH,601899.SH,601901.SH,601919.SH,601933.SH,601939.SH,601958.SH,601985.SH,601988.SH,601989.SH,601991.SH,601992.SH,601997.SH,601998.SH,603160.SH,603260.SH,603288.SH,603799.SH,603833.SH,603858.SH,603993.SH
20050131,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
20050228,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
20050331,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
20050429,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
20050531,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
20050630,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
20050729,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
20050831,0.7307,3.0854,5.0927,-5.0076,3.6060000000000003,1.8571,1.5043,1.2723,8.4161,5.6729,2.5275,3.2362,1.178,16.5232,2.9988,4.2324,11.1559,6.5859,7.2069,17.0486,5.5175,2.6736,1.6806,2.127,11.3996,1.2056,1.8109,8.8671,1.3935,0.8408,1.0862,1.7076,0.5975,16.2062,-5.9802,3.3032,-0.0586,16.7943,5.7565,20.9721,9.9853,6.0942,2.5986,0.7346,12.3439,3.4068,4.8791,4.7998,16.6601,10.1379,4.7737,37.1183,6.2007,9.516,2.7065,4.3141,6.7765,8.4468,1.0058,3.397,4.7613,3.9664,3.9242,10.7154,5.2599,-12.1367,19.8047,17.8958,5.5085,6.2159,4.4911,4.6184,19.3037,7.6238,2.9364,17.598,13.7176,19.6146,3.9036,6.6536,2.3792,0.2569,16.8941,19.5883,10.0779,14.0993,1.8746,11.546,5.8903,5.8778,11.7462,0.4806,0.7239,3.2687,1.5325,6.7889,0.7787,19.4805,8.8329,10.8088,7.3209,5.0598,3.9189,14.7511,2.4603,4.787,7.1827,19.7886,11.9707,15.5632,12.9515,20.673000000000002,16.4918,4.9389,0.9241,1.1126,14.4479,1.9983,0.4218,0.7741,0.8879,8.5897,7.1641,4.262,1.8179,5.6679,1.3980000000000001,1.8435,7.6766,1.2143,2.1276,2.6852,1.0237,1.3455,6.5791,2.9688,8.871,2.9081,0.2416,7.0564,2.3022,2.0436,1.3614,4.0687,2.1308,0.3691,1.4351,8.5274,-0.0525,5.0552,4.6224,2.4402,3.8021,0.7096,10.8648,11.5715,18.1617,3.5402,20.7025,8.265,0.6898,2.6493,3.7839,7.8029,2.0336,0.6031,2.674,6.6613,1.6589,5.3134,2.0547,12.0023,10.7826,6.0707,16.2257,6.2297,2.7242,7.1954,0.9853,3.1278,43.8084,5.8448,23.253,6.2949,6.7526,2.248,3.4995,8.7334,0.1754,19.8242,7.6196,1.7362,7.5605,11.7117,5.7862,10.2913,-3.3069,15.8746,5.829,11.4139,3.6369,1.5936,2.8194,7.9182,1.1006,2.0799,14.5814,3.7832,2.6687,1.2629,15.9955,3.4874,13.515999999999998,2.2244,7.4702,0.8321,0.6768,0.6089,0.818,2.7642,9.5996,1.6119999999999999,10.5968,0.8961,7.7423,4.2908,5.6918,9.1394,-0.3738,1.5155,2.6413,2.0264,2.8225,0.9355,0.7876,2.2181,1.3649,2.0209,-0.1496,9.9933,13.8971,4.4931,0.919,9.5358,0.9022,1.6531,0.7834,3.1589,1.0679,22.7885,0.9179,1.7862,1.0585,0.2013,1.224,1.3062,3.9212,1.1792,1.5951,0.8292,5.7271,2.7367,1.3455,2.4064,1.3182,2.5882,3.3781,0.9882,2.4518,-0.0992,0.779,5.2092,0.9297,2.8274,0.8911,7.8214,1.4735,0.9791,15.7169,2.5392,4.913,0.3853,1.0505,2.8491,1.097,2.1455,2.4091,0.9204,0.0905,0.9851,1.6571,1.0493,0.775,9.5489,18.4315,24.8719,13.4102,14.6632,9.0838,5.731
