,000001.SZ,000002.SZ,603833.SH,000703.SZ,000783.SZ,300003.SZ,001979.SZ,000413.SZ,600061.SH,600339.SH,000100.SZ,002555.SZ,000408.SZ,002508.SZ,000063.SZ,000423.SZ,000338.SZ,000069.SZ,002304.SZ,002466.SZ,600383.SH,600688.SH,000157.SZ,600436.SH,002044.SZ,000402.SZ,601888.SH,600674.SH,601991.SH,002252.SZ,000425.SZ,600637.SH,002422.SZ,601988.SH,601997.SH,000898.SZ,601992.SH,601088.SH,000938.SZ,600018.SH,600346.SH,000538.SZ,600588.SH,002736.SZ,600369.SH,001965.SZ,600549.SH,002493.SZ,600068.SH,000568.SZ,601618.SH,000895.SZ,000661.SZ,002468.SZ,601788.SH,603986.SH,000625.SZ,300122.SZ,000630.SZ,002594.SZ,000651.SZ,600048.SH,601018.SH,000786.SZ,002050.SZ,600025.SH,000728.SZ,000709.SZ,000776.SZ,002352.SZ,601169.SH,300015.SZ,002411.SZ,002714.SZ,300059.SZ,300296.SZ,002120.SZ,000768.SZ,002572.SZ,000961.SZ,601006.SH,002202.SZ,000792.SZ,000959.SZ,002146.SZ,000826.SZ,600109.SH,601933.SH,600438.SH,601155.SH,002294.SZ,002065.SZ,600297.SH,000858.SZ,002142.SZ,000876.SZ,600176.SH,600415.SH,600398.SH,000963.SZ,002460.SZ,002007.SZ,601901.SH,300017.SZ,601877.SH,601989.SH,002456.SZ,300408.SZ,002230.SZ,002008.SZ,002624.SZ,601166.SH,603260.SH,600271.SH,601857.SH,600516.SH,600518.SH,603799.SH,002179.SZ,002027.SZ,601818.SH,600000.SH,601668.SH,601766.SH,300251.SZ,600027.SH,002241.SZ,002236.SZ,600009.SH,600010.SH,000415.SZ,600816.SH,600015.SH,600016.SH,600019.SH,600352.SH,601138.SH,002271.SZ,600028.SH,600029.SH,600030.SH,600031.SH,000725.SZ,601939.SH,600036.SH,601898.SH,600050.SH,600066.SH,300433.SZ,600111.SH,601919.SH,000503.SZ,603288.SH,601398.SH,600089.SH,600085.SH,000983.SZ,000166.SZ,300024.SZ,600276.SH,002310.SZ,603160.SH,600100.SH,600115.SH,600705.SH,600104.SH,601808.SH,600606.SH,600118.SH,601878.SH,601838.SH,601198.SH,600332.SH,600219.SH,600153.SH,600482.SH,600170.SH,601009.SH,600177.SH,002475.SZ,600188.SH,601360.SH,600196.SH,600208.SH,601600.SH,000671.SZ,600498.SH,601211.SH,600221.SH,002673.SZ,601318.SH,600570.SH,600390.SH,002001.SZ,000839.SZ,601688.SH,600535.SH,600406.SH,002925.SZ,600372.SH,600309.SH,600340.SH,601328.SH,600566.SH,601985.SH,601828.SH,600362.SH,600522.SH,002773.SZ,600004.SH,300136.SZ,601881.SH,600519.SH,601727.SH,601669.SH,002085.SZ,600583.SH,600585.SH,601228.SH,601555.SH,600760.SH,601238.SH,002311.SZ,300144.SZ,601377.SH,601607.SH,600919.SH,601633.SH,601288.SH,601021.SH,000627.SZ,601108.SH,601229.SH,601611.SH,002032.SZ,601111.SH,601225.SH,603156.SH,600660.SH,603858.SH,601216.SH,601117.SH,600703.SH,600690.SH,300124.SZ,600547.SH,600926.SH,600809.SH,600011.SH,601998.SH,601390.SH,600739.SH,600741.SH,002625.SZ,300033.SZ,600489.SH,600998.SH,000333.SZ,002558.SZ,601212.SH,600837.SH,600795.SH,601899.SH,601066.SH,600867.SH,600958.SH,600886.SH,603993.SH,000553.SZ,600893.SH,601012.SH,600977.SH,601186.SH,300142.SZ,002415.SZ,600909.SH,601601.SH,601333.SH,600999.SH,601336.SH,002601.SZ,300070.SZ,600887.SH,002450.SZ,601628.SH,600704.SH,600900.SH,603259.SH,002602.SZ,002081.SZ,002153.SZ,002024.SZ,601800.SH,600487.SH,600157.SH,600023.SH,600038.SH,002797.SZ,300072.SZ,600233.SH
20070131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070630,2.6220362501119276,0.13611864907865578,,1.914025567358141,1.233569894397064,,,2.6040101271696217,0.7843649113281254,2.6489073896993003,3.033344649829076,,2.4418986706100743,,0.8869924944851844,4.024708570602402,,1.5777518104090953,,,1.3021518088315034,2.0097792631524554,3.4647990406673372,1.9765176001189906,-0.01347273407820694,1.8513866717483738,,2.4083230781265232,4.3130864834330485,,2.128231611035416,1.5438030702636727,,-0.5107861956022335,,1.786639636638195,,,0.6866545559174106,0.23723787128977306,0.784104297915443,1.443566297712997,1.1561355093084593,,0.706257200242982,,-0.015001575232629608,,4.83036419066193,2.746959008753845,,6.3083119973739965,3.0856672054686305,,,,1.905196661912831,,3.113817983679472,,4.601556693381943,1.8885465227608391,,2.318485834162949,0.5279630457561744,,1.3113386368782647,2.5382565318386763,1.2339748041086136,,,,,,,,,3.431008480154891,,1.5115779595435683,3.2362509271638666,,2.3423898686596463,1.6456901093629688,,2.9011713723474837,5.999178433141564,,1.256789508248759,,,0.041963622402225904,0.1667566969306951,2.4667516392839506,,1.6495482164417004,1.7196146206652618,0.3577640371679667,2.1580562042867424,4.6309437121970065,,3.167590050593531,,,,,,,,1.3835070929543605,,,,0.4545808628844927,,3.327634776291104,2.64632901180942,,,0.16520013444477133,,1.7634160557128227,,,,3.494081553829895,,,3.4782364854825225,2.7241187593375438,4.135845410553006,7.044715347813641,2.2301240734497934,0.9598024766458751,0.8949495687142438,2.8812596554694445,,,1.5389949136371326,2.7072777086802606,2.0306035888468523,3.247733406170175,2.215045139689696,,1.2481797181563214,,0.5816326925762393,3.256245148054796,,2.3414407566184283,,0.6893165679066405,,-1.0859912023251819,2.3821599468677164,4.167014472869239,3.026289720639392,,,3.2461231646074107,,,5.447729999081854,2.6197368422149196,0.46948081371994926,2.0911244586452633,,0.6520497287405035,1.1533542669963737,,,,1.2593324643360184,3.556890610322293,2.841235576551892,3.601097627274179,2.769674505896099,,5.582452831743447,,2.18884631834541,,3.3905851371917555,1.509095242197224,,-0.03617516757097534,1.081046741957208,,1.4343141060270113,,,1.754638638714886,6.313259436408796,0.7301411938507616,0.3316926566277819,,2.770606969176871,1.3867867414794872,,1.1764850157461584,3.123394831357306,0.8287294057254839,,0.6913455616224838,,,1.7932525316705612,2.782804019026068,,4.864135160808222,,,0.7870276949933476,,,0.11600419851218136,0.808535092105232,2.355966162834891,,,1.5330354566204605,,,,,4.224277940462016,,,,,1.7123251974051812,,,,2.826126843149311,1.4720830985492932,,,2.628282185087294,,,,1.2062725507508778,1.723991441462488,,1.8081592941841007,,-0.050651309193710095,2.651699626347556,,,4.108446398153159,4.859191366933616,,,1.9939874696709627,,,,,9.009225225947716,3.2041051533320424,,,0.8694136663652776,,3.096988606084431,,5.982078428567777,0.6596777273420048,,,,,,,,0.20156082596800676,,,,,0.12416985649322175,,0.05949198421793504,2.86816064355546,2.0653509314536405,,,1.3123528316255364,,2.730810085898583,,0.3125020981031221,0.9805516246579055,,1.1729715316767246,,,1.9998912118658272
20070731,2.59938424617062,0.5953858594986694,,1.6169216055936875,2.0150735877563184,,,2.63919756525648,1.0480161151230067,3.0378693405596753,1.6865897423529672,,2.1934488059070176,,0.7438954850581992,4.8946478271501626,,3.863548251654173,,,3.3129401165818586,2.2841150877714735,4.086949583218009,0.5539582625175541,0.06698847465837111,3.6308526809128603,,3.1141804329582885,5.670281213324945,,1.3478153161605217,2.047064511559435,,0.41554149306585336,,2.077973343785931,,,0.4351937568935487,0.5645094618550667,2.4683447857101175,0.48701547542329,0.19575101875380102,,0.706257200242982,,-0.4860182181484855,,4.802837808351113,4.480442874804687,,6.3083119973739965,1.7176983733524191,,,,0.9668891979712791,,3.6581272248690055,,2.534250882987869,4.25628561304494,,1.7373945704603158,0.9732162601563494,,1.939390919866092,2.5503745232657713,1.2339748041086136,,,,,,,,,1.577588040173845,,1.9201967114329974,1.9110833236421747,,1.2639706120058223,1.452854382728281,,3.9153558035842164,7.090995101282491,,1.9224817867403206,,,0.363803064233131,1.1987803313946,2.1263810260182208,,2.0631030457567476,2.308209370283229,0.11552226740439649,1.5897627062351924,5.759679570062413,,1.9163020734847525,,,,,,,,2.1236423514810125,,2.109585003631343,,-0.4929481151840286,,1.7572821818898918,2.3658654444003067,,,0.013064298278697532,,1.4839891488191144,,,,3.565150702206062,,,1.9820144640093562,1.9018818503597006,3.483695765227514,3.0530536573062133,0.9732308728125786,1.2204834079021665,1.2739606944562853,2.343678482857919,,,1.6030825382455198,3.0580172918521096,1.894162681782345,2.813667937647261,2.389011445847747,,1.9907912695661387,,1.0057414170222103,2.3246619055419884,,2.707344446242334,,0.7945054659005755,,0.5463151592106368,2.664262841290099,2.7053259228932682,3.0413774258694555,,,2.337197331129679,,,2.5163075368602295,2.898195169963588,0.7924214024838344,2.981569258907628,,1.2019870152858518,1.0705718770307302,,,,0.41439352420709835,4.772004730664428,2.7001041563366095,1.614978012323503,2.92225066761635,,4.930766935737919,,3.499760808380521,,3.255900100640758,3.1329103538642094,,0.2212831300342204,1.285133755832438,,1.548801579323692,,,1.3567723089528554,4.715058254498657,0.9220302865681979,0.6452148987048537,,2.7669894839837696,0.3183503305605944,,1.8185177393421532,1.3091269863463952,1.1699346095706258,,0.9668395544281775,,,1.8978211443794033,3.721880155476017,,3.545761841758124,,,0.4144513609790091,,,0.10826368117278647,1.2263767737999822,1.3462958724213798,,,1.6836053641812456,,,,,1.8388407001340679,,,,,1.8393133413629086,,,,2.5008524647644026,1.3265594203889903,,,2.8022358361388,,,,1.8702783899237494,2.093558140799038,,1.8031936943004157,,-0.2454476443871523,2.9568056247661123,,,4.376696570275639,4.98719650239396,,,3.2512035983246386,,,,,2.313671580189159,1.7142218961351452,,,0.25823651407333015,,1.4836066110336714,,6.780483166750551,2.035454801971257,,,,,,,,0.5433316221832996,,,,,0.2411783014432864,,0.6385675878367538,2.9626929148235774,2.585394496363335,,,1.3434863701820112,,1.3529747349124843,,0.3382690278283647,1.4044496453361919,,0.5855566047753589,,,2.301812872398147
20070831,2.885633230640668,0.930067655141709,,2.693600614361188,2.0150735877563184,,,2.7506540616851094,0.7410194653402579,2.983061056543288,0.701076934757474,,1.9783519422849003,,0.4659185627098156,4.222848467785295,,5.436604730411054,,,4.934549096135297,2.0308487367548183,3.836015228013354,0.8943747678138795,-0.00544447334905104,4.7325697732662455,,1.823150012116074,5.6976475728734295,,0.5950318174685432,1.174479157635072,,1.2824832666314672,,4.130687601240854,,,1.015638506420498,0.6744232995829147,3.23533777003254,1.1810427907266812,0.6902554320670686,,0.706257200242982,,0.408027195039753,,3.3557976913291077,4.721339287423929,,6.3083119973739965,0.6185605586754613,,,,0.7544193565082488,,2.8630410729165776,,2.9000930815449397,4.8448023228162285,,1.5262802308760033,1.2180614955186564,,2.7488511528851696,3.43356612844166,1.2339748041086136,,,,,,,,0.37311614706121843,0.8843448647673345,,1.6307854442317102,2.317899713449771,,2.145619883247767,1.754730613322999,,3.4399244537360976,5.836983661701977,,1.4481355283829518,,,0.9480487804727662,2.56359849001982,2.6301084222519626,,2.2870115071730526,3.5246264555910747,0.4616570557507014,1.1448381568406523,3.6665278171630256,,2.126612498313874,,,,,,,,2.9451414220256438,,3.342368504945305,,-0.0934340595176911,,2.4773154778981734,1.9619355527724585,,,0.09339362839312478,,3.885738227068841,,,,2.7152911402455016,,,2.246419255519164,1.065038486563379,1.744832062886752,4.072155103983403,3.6410121758728486,2.4905665259782306,3.234075036821405,2.3754300596700797,,,2.557847807046396,3.7596517078856215,3.13331123673177,3.8129428625276947,1.7948426943394726,,3.9232348348326167,,1.0398046246125583,2.3651130814517907,,2.5330557798437177,,0.34179080794299144,,1.7559292565758067,3.7143728234020994,2.3099137086806385,2.919799968769026,,,2.2661629433909005,,,2.0759173957423402,4.135590920696923,0.6955722838309077,1.5958094085406367,,0.9993434633671948,1.026313662524414,,,,0.2934645935886766,3.814139625771043,2.879644366384018,2.7526828573556332,2.132669390076483,,3.5567535764571985,,2.748269383763919,,2.879063812633159,2.096748803171743,,0.6832543641648071,0.7869502869775328,,2.757676209601256,,2.8122345852387727,3.807163266217733,4.108720972631257,0.8901521814185219,1.2203457276749337,,1.7163116498955786,0.21020699618911926,,0.6446844660383588,2.271820998926089,1.463332773545706,,0.7559911131724002,,,2.1343079981894837,2.4354604069978416,,2.456035238961502,,,2.473156555882988,,,0.42053715271899056,2.4806015325278494,3.1687964249292557,,,1.3792842327403592,,,,,1.1644546474730053,,,,,2.00094807950986,,,,3.108185483789467,3.1164236943708246,,,2.0378025267713085,,,,2.0683415382206523,3.098408005502021,,2.221156757067323,,0.5794217738985128,2.8459770002054174,,,4.418930290752199,3.838331387870815,,,3.142056295125897,,,,,1.6235285387822216,1.3956731191542702,,,-0.054102842863107625,,1.560176291306549,,3.3063833391325193,2.572313090746159,,,,,,,,0.7082795261359288,,,,,0.39461002098489406,,1.4900049422279855,2.4951611675918293,2.297108253023616,,,1.3066230001229264,,3.906768072501375,,0.04664629709565076,1.8052010456460994,,0.151904170705657,,,1.5868056508147343
20070930,3.234223319538271,0.5742402415179428,,1.600851336429788,2.0150735877563184,,,1.0270609852884014,0.5722953366300836,1.4286147327006575,0.619537789959336,,1.5585955617358704,,0.5231971697863375,4.603264054806481,,4.344895948426998,,,3.9508315460555754,2.8896809557022207,3.1768880149503165,0.44572416418358923,-0.20617975457740537,2.965265195495309,,1.4453014503982393,4.353369196740231,,2.0440769315593053,1.568086238536722,,0.27841009834632885,,3.6260682572443628,,,1.1079781321443825,-0.17700379958189078,1.4246688968420596,0.5893260927121983,0.2970000953692413,,0.706257200242982,,1.2107495867578808,,2.275189843619316,4.803640608646166,,3.2983114632950725,-0.446488525230132,,,,2.1607359560434736,,3.139795790864361,,3.5658279442895733,2.9752411312859772,,0.435894964372875,2.102597038554384,,2.7488511528851696,4.235387351400815,1.2339748041086136,,,,,,,,-0.07488449154483184,2.0290257275813444,,1.1230722246357892,3.6672671496215687,,2.9841026517599527,1.0465495537268152,,2.1695270775162974,1.8714614209321938,,0.2672036528487405,,,1.0050986838215497,1.9728077471869843,3.485553570257837,,1.226659655185419,2.636590243057213,0.04504443533169046,0.49777103472310835,1.4810592682910637,,2.2585331527723747,,,,,,,,1.9207955017400025,,2.609541258195056,,0.07733289795726858,,2.209760632591325,0.3454427208224503,,,-0.21694638995474985,,2.480625027384795,,,,2.6491307083625295,,,2.0440088077127188,1.3501178990077178,1.1676854722966272,2.836011299835861,2.743626852642498,1.5873403159099342,2.8394364045931897,2.498659385098036,,,3.2480990390762985,3.1394963851255246,2.7751573271636705,2.772939292745404,2.0299247438587935,,3.4254305122818853,,1.7283393211662803,3.3121788700300545,,3.5783576428583026,,0.25108105267670344,,0.8281543898938821,3.302688777262619,2.134440374780003,6.112979317829254,,,1.9569737317369187,,,1.0472282461286675,7.4537929717974185,0.8861566746349464,2.7166740023592775,,0.9288749224695165,0.8042196965870415,,,,0.6116189789435226,3.006756167209787,2.260792747054146,2.3128073739686945,2.2485775752052684,,2.4203197429624574,,3.3911350014927186,,3.411787679588287,1.5115286337714986,,0.5940651995213344,0.27743744003624615,,2.5021073389204034,,4.606095167047028,2.5362889604193186,1.2345274691379324,1.5555424458002427,1.298491333872651,,1.7937990090916558,-0.011907994755104402,,0.07096256606051543,1.450738761130389,-0.25181743353637065,,0.3650470598688343,,,3.4834495086324853,1.468069977897681,,1.92705886335023,,,1.6397782781549841,,,-0.06420202590505085,3.457442280595287,3.9111865913748307,,,0.7020540586822404,,,,,1.1381703587600112,,,,,1.2335251574137394,,,,1.4966420250208214,3.4748406650661847,,,1.8749298124542786,,,,2.9648885677208847,2.8829602624117547,,5.463938706002759,,0.3394246781755772,3.963171285010047,-0.16529600029561967,,4.173935683283777,1.6063723877114766,,,4.832737542102573,,,,,1.5138158174483338,2.244672158477782,,,-0.14063036196889772,,2.382563057658752,,1.4682098599436346,2.572313090746159,,,,,,,,0.5736311120611199,,,,,0.6066365790089838,,2.046466554142851,1.557035936808775,1.7815504579371317,,,0.40454581895596736,,2.938615514385703,,0.5824602703340506,3.073600855616924,,0.14756274845523093,,,0.6241084834412175
20071031,2.479494058341333,0.8247796143356698,,0.05425813879215747,2.0150735877563184,,,-0.8930815725531737,-0.14763420647635422,0.1282606686498747,-0.1617109691108946,,-0.12279803665601043,,0.2808025590235663,3.2859862275140928,1.178987309004989,1.8753037549919294,,,3.3157822086547766,1.2016361385767629,2.164287423801383,-0.9210877615617598,-0.35048039352022753,2.1334694966659136,,1.674069510468143,1.6474085797782798,,1.415002627096659,-0.21860346417015075,,1.332049017680636,,2.3816000283516665,,,-0.1479159626874708,-0.49418067110628816,-0.3794925632307516,-0.767034145546117,-0.056363151239606876,,0.706257200242982,,0.9474808461406617,,0.15866852828709083,3.0510234288580245,,1.6917263760662773,-1.3655553600220507,,,,0.6978641344634549,,1.8294009039665462,,0.9643445131508367,3.7649775365452802,,-0.4583753281662776,3.816645773409651,,7.044862796532271,1.4844056316062615,1.2339748041086136,,,,,,,,-1.014102195415095,0.2602031271776066,,0.29380237219519345,2.214561841872336,,2.8492685074550885,-0.28143557382766315,,0.14015669746701984,0.3387851612973408,,-0.5231127296728892,,,0.034084004947607924,0.24229675406952933,1.999039620182021,,-0.3854029302319883,0.9031459810891831,-0.23464858489012771,-0.9944608477937531,-0.40266378885748433,,1.734038784187821,,,,,,,,0.22106781457313598,,2.6675240796695214,,0.1591638603937103,,0.8743135292647045,-0.807066284588344,,,-0.6745026426382154,,3.1016130023272295,,,,0.047133427188643134,,,-0.15856705039180924,0.008880176773582115,-0.5460444084639291,1.103713034747035,1.9564294502679023,1.7335377893533137,2.2163586245665132,1.22917657097694,,,4.626411611996378,2.0886566248227854,1.6950094199611785,1.8668371630691516,1.543800371380894,,3.8364025678065388,,2.349624792324118,1.4159676719457328,,2.101763879680526,,-0.5993356691095052,,2.80319441691363,3.8804836631745045,-0.6633754511154911,3.418134107906673,,,1.2360958040652577,,,0.3197251984503682,4.418197605891882,0.8861566746349464,1.4938471351380895,,-0.286773977676367,0.012663788031429783,,,,-0.17045706937415916,1.9549191441599767,0.8030145704697088,2.1546112289583395,-0.4898553015821009,,0.5205608804448457,,2.2039429670561193,,0.4700710685311225,0.9434706938894233,3.7897919724522917,0.07588349697279677,-0.7434549385780715,,0.6053212056920235,,2.672196996812244,0.6483369366181326,0.24170421885193516,2.6787459084372673,0.2617109161660871,,-0.25907657119914157,-0.9348716916151313,,-0.7571375851468389,0.5741436887828816,-0.8569176173867556,0.8731305723341131,-0.8465496896781445,,,2.9063569153072506,-0.2677581704976068,,0.6646281246800466,,,3.107139525171927,,,-0.7470915300153611,3.5654014688847337,2.5185431283032087,,,-0.19755111433472167,,,,,-0.5942058229864156,,,,,0.12221897364841766,,,,0.6668537504005022,2.1532469171787096,,,0.7953079893528798,,,,2.9648885677208847,0.8713332096359159,,3.572692600490589,,-0.17692136212595758,0.47606824132018516,0.4699059207266276,,0.9898677529864149,-0.41627956535083593,,,2.382400454970336,,,,,0.4235160685860111,0.5334586682387381,,,-1.3821272454626905,,0.26794639931293773,,0.2066923941648335,2.572313090746159,,,,,,,,-0.05827374677878794,,,,,-0.21592096499106855,,2.1000018500161457,1.0115420233214198,1.7326624262426855,,,0.2674394713768081,,1.8602860007397433,,-0.18600129488888992,4.075586916063591,,-0.8009192552403074,,,-0.38865723745011976
